STATE,SCHOOL_NAME,EMAIL,WEB_ADDRESS,CONTACT_INFO,ADDRESS_AND_PHONE_INFO,STUDENTS_INFO
Texas,Sterling Classical School,info@sterlingclassicalschool.com,http://sterlingclassicalschool.com,"Sonya Dixon and Terry McKinney, Administrators              Pam Massie, Campus Administrator : 5/08 - MemberG","Suite 700, 11880 RR 2243, Leander, TX 78641(512) 259-2722   FAX: none availableE",K-12 (233 students)
Texas,The Cambridge School of Dallas,jweeks@cambridgedallas.org,http://www.cambridgedallas.org/,"Dr. B. Paul Wolfe, Headmaster : 9/10 - MemberG","3877 Walnut Hill Lane, Dallas, TX 75229(214) 357-2995  FAX: (214) 357-0880E",6-12  (109 students)
Texas,The Saint Timothy School,clinebarger@thechapelofthecross.com,http://www.thesainttimothyschool.org,"Rev. Chris Linebarger, School Administrator : 11/12 - MemberG","4333 Cole Ave., Dallas, TX  75205(214) 521-6062  FAX: (214) 521-5200E",K4-12 (25 students)
Texas,Trinity Classical School of Houston,headofschool@tcshouston.org,http://www.tcshouston.org/,"Neil Anderson, Administrator : 11/10G","7941 Katy Freeway #110, Houston, TX 77024 (mailing address)825 Bering Drive, Houston, TX  77057 (facility address)(281) 656-1880  Fax (713) 893-6134E",PreK4-8 (406 students)
Texas,Uvalde Classical Academy,info@uvaldeclassical.com,http://www.uvaldeclassical.org,"Rachel Hesse, Director : 10/13G","PO Box 2004, Uvalde, TX  78801 (mailing address)400 N. Getty, Uvalde, TX  78801 (facility address)(830) 591-2242  FAX: None availableE",K-12 (55 students)
Texas,Veritas Christian Academy,veritas@fbcdayton.com,http://www.veritasca.org/,  Lamia Raad : 4/03 - MemberG,"  7000 Ferris St., Bellaire, TX  77401(713) 773-9605   FAX:  (713) 773-9753E",PreK3-8  (157 students)V
Texas,Veritas Classical Academy,headmaster@veritasclassicalacademy.org,http://www.veritasclassicalacademy.org,"Mr. Aaron Laenger, Headmaster : 5/13 - MemberG","PO Box 5344, Beaumont, TX  77726 (mailing address)8220 Westgate Dr., Beaumont, TX  77706 (facility address)(409) 225-9107  FAX: (409) 225-9107E",PreK-7 (48 students)
Texas,"The Fundraising Resource Group, LLC",lneel@thefundraisingresource.com,http://www.thefundraisingresource.com,Lee Neel : 07/12 - Affiliate Business,"411 W 11th St., Houston, TX  77008(888) 522-1492  FAX: none availableE",""
Texas,"Home Education Partnership of Texas, Inc.",samsol.rh@gmail.com,http://www.heptx.com,"Joanne Juren : 4/06 - Affiliate BusinessLopez Family HomeschoolEl Paso, TXContact: Patrick Lopez : 6/05 - Affiliate Homeschool","11665 Fuqua, Ste. A-100, Houston, TX  77034(281) 922-0478   FAX: (281) 922-0504C",""
Texas,Mission Advancement Professionals,slehman@missionadvancement.com,http://www.missionadvancement.com,  Schuyler Lehman : 8/09 - Affiliate Business,"4100 West Eldorado Parkway, Suite 100-304, McKinney TX  75070(888) 540-0505   FAX: (972) 540-0753C",""
Texas,Novare Science and Math,info@novarescienceandmath.com,http://www.novarescienceandmath.com,John Mays : 11/12 - Affiliate Business,"PO Box 92934, Austin, TX 78709(888) 720-9953C",""
Texas,RenWeb School Management Software,bobby@heritagefamilychurch.org,http://www.renweb.com/,"Paul Baker : 4/08 - Affiliate BusinessRiley HomeschoolNacogdoches, TX 75961Contact: Mr. Stan Riley : 3/08 - Affiliate HomeschoolTreece Classical Christian CottageEuless, TXContact: Bobby Treece : 11/11 - Affiliate Homeschool","PO Box 1622, Burleson, TX 76097(866) 800-6593  FAX: (509) 267-2209C",""
Virginia,Ad Fontes Academy,dluckenbaugh@adfontes.com,http://www.adfontes.com/,"Mr. Dean Luckenbaugh, President : 1/98 - MemberGrades K-12 (198 students)","  ACCS Accredited Since May 2002PO Box 916, Centreville, VA  20122 (mailing address)15450 Lee Hwy., Centreville, VA  20122 (facility address)(703) 815-6022   FAX: (703) 815-2225E",""
Virginia,Appomattox Christian Academy,office.aca@appomattoxchristianacademy.com,http://www.appomattoxchristianacademy.org,"Mrs. Stacey Torrence, Headmaster  : 8/05 - MemberG"," PO Box 517, Appomattox, VA 24522 (mailing address)1916 Redfields RD, Appomattox, VA 24522 (facility address)(434) 352-7373  FAX: 434-352-0324E",K3-12 (75 students)
Virginia,Calvary Classical School,principle@calvaryclassical.org,http://www.calvaryclassical.org/,"  Mrs. Lori Rogers, Principal : 12/95 - MemberG"," 403 Whealton Road, Hampton, VA   23666(757) 262-0062   FAX:  (757)826-4917E",K3-6 (107 students)
Virginia,Cornerstone Christian Academy,cbrinson@cornerstoneabingdon.org,http://www.cornerstoneabingdon.org,"Clay Brinson, Head of School : 4/13 - MemberG","16210 Elementary Dr., Abingdon, VA  24212(276) 623-7164  FAX: none availableE",JK-12 (127 students)
Virginia,Cornerstone Christian Academy,marciesjones@gmail.com,http://www.ccaofva.org/,"Clay Brinson, Head of School : 4/13 - MemberG","16210 Elementary Dr., Abingdon, VA  24212(276) 623-7164  FAX: none availableE",JK-12 (127 students)C
Virginia,Dominion Christian School,ahenkle@dominionschool.com,http://www.dominionschool.com/,"  Janis R. Pierce, Lower School Principal                Matt Mitchell, Head of School : 5/00 - MemberG"," 10922 Vale Road, Oakton, VA   22124 (703) 758-1055   FAX:  (703) 758-1074E",K-12 (193 students)
Virginia,Eukarya Christian Academy,eukaryafc@gmail.com,http://www.eukaryaacademy.com,"Daniel Donnelly, Principal : 1/14 - MemberG","165 Agape Way, Stephens City, VA  22655(540) 722-5089  FAX: (540) 868-0061E",K-12 (72 students)
Virginia,Faith Christian School,jwalker@faithchristianroanoke.com,http://www.faithchristian-school.com/,"Mr. Peter Baur, Head of School : 8/06 - MemberG","3585 Buck Mountain Road, Roanoke, VA 24018(540) 769-5200   FAX: (540) 769-6030E",PreK-12 (262 students)
Virginia,Hunter Country Day School,dthompson@huntercds.org,http://www.huntercds.org,"Ann McLean, Head of School : 4/12 - MemberG","635 Manakin Road, Manakin-Sabot, VA  23103(804) 708-0048  FAX: none availableE",K-7 (55 students)
Virginia,Immanuel Lutheran School,school@immanuelalexandria.org,http://www.immanuelalexandria.org/school,"Julia Habrecht, Headmaster  : 01/08 - MemberG","109 Belleaire Road, Alexandria, VA 22301(703) 549-0155   FAX: none availableE",K-8 (124 students)
Virginia,New Covenant Schools,heaton@newcovenantschools.org,http://www.newcovenantschools.org/,"  Mr. John Heaton, Headmaster : 2/96 - CharterG","122 Fleetwood Drive, Lynchburg, VA  24501(434) 847-8313   FAX:  (434) 455-0214E",K4-12 (453 students)
Virginia,Oak Hill Christian School,office@oakhillk12.com,http://www.oakhillk12.com,"  Mr. Robert Thoburn, Headmaster : 10/03 - MemberG","11480 Sunset Hills Road, Reston,  VA   20190(703) 796-6887  FAX: (703) 796-0582E",K-12 (160 students)
Virginia,Providence Classical School,pcs@pcsvirginia.org,http://www.pcsvirginia.org/,"  Mrs. Susan Oweis, Head of School : 7/01 - MemberG"," 6000 Easter Circle, Williamsburg, VA   23188(757) 565-2900   FAX:  (757) 565-3720E",K-12 (134 students)
Virginia,Redeemer Classical School,accounting@redeemerclassical.org,http://www.redeemerclassical.org/,  Mrs. Teresa Patton :  4/07 - MemberG,"PO Box 737, Harrisonburg, VA 22803 (mailing address)1688 Indian Trail Rd., Keezletown, VA  22803 (facility address)(540) 437-0880  FAX: (888) 248-2415E",  K-8 (98 students)
Virginia,Regents School of Charlottesville,cpalumbo@regents-school.org,http://www.regents-school.org/,"Courtney Palumbo, Head of School : 11/11 - MemberG","3045 Ivy Rd., Charlottesville, VA 22903434-293-0633  FAX: 434-293-0633E",K-10 (95 students)
Virginia,St. Anne's Academy for Girls,st.annes.academy4girls@gmail.com,http://www.stannesacademy4girls.org,"Kathleen Katz, Headmistress : 11/11G","14540 John Marshall Highway, Gainesville, VA  20155703-753-1102E",PreK-7 (22 students)
Virginia,Summit Christian Academy  ,tgrimes@scaschools.org,http://www.scaschools.org,"Tim Grimes, Headmaster : 12/98 - MemberG","Upper School: 4209 Big Bethel Rd, Yorktown, VA  23693(757) 867-7005   FAX: (757) 867-8590Lower School: 69 Saunders Rd, Newport News, VA  23601(757) 599-9424   FAX: (757) 599-1898E",K4-12 (186 students)
Virginia,Tidewater Classical Academy,tca@greenrunbaptist.com,http://www.tidewaterclassical.com/,Deborah Cunningham : 5/08 - MemberG,"1201 Rosemont Rd., Virginia Beach, VA  23453(757) 427-5683   FAX: (757) 430-1040E",K-8 (39 students)
Virginia,Veritas Christian Academy,admin@veritasca.com,http://www.veritasca.com/,"Sean Elgut, Headmaster : 9/07 - MemberG","700 Oak Grove Rd, Chesapeake, VA 23320(757) 410-5095   FAX: (757) 410-5083E",K-12 (125 students)
Virginia,Veritas School  ,knix@veritasschool.com,http://www.veritasschool.com/,Mr. Keith Nix : 4/00 - MemberG,"ACCS Accredited since November 20123400 Brook Road, Richmond, VA 23227(804) 272-9517   FAX: (804) 272-9518E",K4-12 (365 students)
Virginia,BiblioPlan for Families,d_clinard@hotmail.com,http://www.biblioplan.net,"Rob and Julia Nalle : 5/13 - Affiliate BusinessClinard Home SchoolWarrenton, VAContact: Mark Clinard : 9/03 - Affiliate Homeschool","1872 Shiloh Church Rd., Palmyra, VA  22963(434) 589-4102  FAX: (434) 589-4102C",""
Virginia,"HistorConsulting, Inc",cnester@historcompanies.com,http://www.historcompanies.com,  Cheryl Nester : 1/10 - Affiliate Business,"PO Box 150, Thaxton, VA 24174(540) 580-2036 C",""
Virginia,Peace Hill Press,info@welltrainedmind.com,http://www.peacehillpress.com,  Susan Wise Bauer : 7/10 - Affiliate Business,"18021 The Glebe Lane, Charles City, VA  23030(804) 829-5043   FAX:  (804) 829-5704C",""
Washington,Cedar Tree Classical Christian School,arice@cedartreeschool.org,http://www.cedartreeschool.org/,"Tom Bradshaw, Headmaster : 9/00 - MemberG","ACCS Accredited since October 201220601 NE 29th Ave, Ridgefield, WA 98642(360) 887-0190  FAX:  none availableE",K-12 (157 students)
Washington,Coram Deo Academy,cdacademy.com@gmail.com,http://www.cdacademy.com,"Donald Van Dyken, Headmaster : 2/13 - MemberG","1632 George Washington Way, Richland, WA  99354(509) 460-7127  FAX: none availableE",K-12 (41 students)
Washington,Cornerstone Academy,michelle.jones@thecornerstoneacademy.org,http://www.thecornerstoneacademy.org,"Michelle Jones, Head of School : 5/14 - MemberG","16910 161st Ave. SE, Snohomish, WA  98290(425) 892-3030E",K-6 (50 students)
Washington,Evangel Classical School,jonathansarr@gmail.com,http://www.evangelcs.org,"Jonathan Sarr, Headmaster : 1/13 - MemberG","12012 51st Ave. NE, Marysville, WA  98271(425) 344-2789  FAX: none availableE",K-12 (26 students)
Washington,Island Christian Academy,bchittim@gmail.com,http://www.islandchristianacademy.com/,"Brenda Chittim, Administrator : 4/09 - MemberG","PO Box 1048, Langley, WA 98260 (mailing address)5373 Maxwelton Road, Langley, WA 98260 (facility address)(360) 221-0919   FAX: (360) 221-1653E",K-12 (75 students)
Washington,Paideia Classical School,paideiaschool@centurytel.net,http://paideiaclassicalschool.org,Mr. Scott Mapstead : 9/05 - MemberG,"PO Box 1875 (265 Price St.), Friday Harbor, WA 98250(360) 378-8322   FAX (360) 378-8929E",K - 8 (39 students)
Washington,Providence Classical Christian School,education@pccs.org,http://www.pccs.org/,"  Mr. Ryan Evans, Headmaster : 7/94 - CharterG","ACCS Accredited since June 200411727 NE 188th St., Kirkland, WA  98034(425) 774-6622   FAX:  (425) 820-4123E",PreK-12 (205 students)
Washington,Seattle Classical Christian School,nhartman@pscpa.com,http://www.seattleclassicalchristianschool.org/,"Mrs. Katie Hartman, Head of School : 1/12 - MemberG","1013 8th Ave., Seattle, WA 98104(206) 259-5831  FAX: None availableE",PreK-4 (62 students)
Washington,Summit Classical Christian School,info@summitclassical.org,http://www.summitclassical.org/,"Dr. Timothy Orton, Headmaster : 9/06 - MemberG","32725 SE 42nd Street, Fall City, WA  98024(425) 222-0564  FAX: (425) 222-6053E",K-6 (72 students) 
Washington,The Bear Creek School ,awilliams@tbcs.org,http://www.tbcs.org/,Patrick Carruth : 6/95 - CharterG,"    8905 - 208th Ave NE, Redmond, WA   98053(425) 898-1720   FAX:  (425) 898-1430E",PS-12 (764 students)
Washington,The Oaks: A Classical Christian Academy,charlie.dowers@theoakscca.org,http://www.theoakscca.org/,"Charlie Dowers, Head of School : 12/96 - MemberG","ACCS Accredited since January 2007    PO Box 141146, Spokane, WA   99214 (mailing address)2303 S. Bowdish Rd., Spokane Valley, WA  99206 (facility address)(509) 536-5955    FAX:  (509) 536-7877E",K-12 (281 students)
Washington,The River Academy,theriver@theriveracademy.org,http://www.theriveracademy.org/,"  Mr. Eric DeVries, Headmaster : 10/98 - MemberG","     PO Box 4485, Wenatchee, WA   98807(509) 665-2415   FAX:  (509) 662-9235E",PreK-12 (223 students)
Washington,Trinity Classical School,trinitybellingham@gmail.com,http://www.trinitybham.org,"Lisa Van Hofwegen, Administrator : 12/13 - MemberG","2826 Birchwood Ave., Bellingham, WA  98225(360) 306-8575  FAX: None availableE",PreK-4 (20 students)
Washington,Cornerstone Academy,michelle.jones@thecornerstoneacademy.org,http://thecornerstoneacademy.org/default.aspx,"Michelle Jones, Head of School : 5/14 - MemberG","16910 161st Ave. SE, Snohomish, WA  98290(425) 892-3030E",K-6 (50 students)E
West Virginia,Covenant School,info@covenantschoolwv.org,http://www.covenantschoolwv.org/,"  Mr. Shane Artrip, Secondary Administrator               Mindy Stanley, Grammar School Administrator : 12/95 - CharterG","2400 Johnstown Rd, Huntington, WV  25701-4738(304) 781-6741   FAX:  (304) 781-6742E",K-12 (153 students) 
Wisconsin,Baldwin Christian School,info@baldwinchristianschool.org,http://www.baldwinchristianschool.org,"Carolyn Martinson, Head of School : 6/08 - MemberG","893 Hwy 63, Baldwin, WI 54002(715) 684-2656   FAX: None availableE",K-12 (66 students)
Wisconsin,Charis Classical Academy,info@charisclassical.com,http://www.charisclassical.com,"Kim Nielson, Headmaster : 2/13 - MemberG","P.O. Box 5642, Madison, WI  53705 (mailing address)6200 Monona Dr., Monona, WI  53716 (facility address)(608) 250-0551  FAX: None availableE",PreK-6 (51 students)
Wisconsin,Providence Academy  ,info@providencegb.org,http://www.providencegb.org,"  Ron Jung, Administrator : 7/94 - CharterG","   1420 Division Street, Green Bay, WI  54303(920) 592-0890   FAX:  (920) 592-0935E",PreK-10 (142 students) 
Wyoming,Martin Luther Grammar School,revpaulcain@gmail.com,http://sheridanmlgs.blogspot.com/,"  Rev. Paul J. Cain, Headmaster : 11/04 - MemberG","1300 West 5th Street, Sheridan, WY  82801 (mailing address)1325 Burton Avenue (facility address)(307) 674-6434   FAX:  (307) 674-6435E",K-6  (19 students)
Wyoming,Timber Ridge Academy,heidi@timberridgeacademy.org,http://www.timberridgeacademy.org,"Heidi Somers, Head of School              Brent Harken, Administrator : 3/14 - MemberG","PO Box 1204, Jackson, WY  83001(307) 200-9564  FAX: None availableE",K-6 (15 students)
Wyoming,Veritas Academy,office@codyveritas.com,http://www.codyveritas.com,Erin Geving : 6/14 - MemberG,"PO Box 1581, Cody, WY  82414(307) 250-5167  FAX: None availableE",K-5 (4 students) 
